id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,id_flag,host_id_flag,neighbourhood_flag,latitude_flag,longitude_flag,minimum_nights_flag,number_of_reviews_flag,last_review_flag,room_type_flag
3434136,Beautiful West Lakeview location,17217012,Janet,,Lake View,41L.9R402,-87.65133,Private room,75.0,2,171,2022-10-02,1.67,1.0,319.0,17.0,R17000013279,0,0,0,1,0,0,0,0,0
12140,Lincoln Park Guest House,46734,Sharon And Robert,,Lincoln Park,41.92335,i-8d7.6W4951,Private room,329.0,2,13,2022-09-12,0.14,1.0,177.0,6.0,R20000055258,0,0,0,0,2,0,0,0,0
3445991,"#55-Clean,Great area. free parking, 24h check in.",13389580,Ed,,Dunning,41.94288,-87.79915,Private room,35.0,32,6,2022-04-20,0.06,2.0,90.0,1.0,City registration pending,0,0,0,0,0,0,0,0,0
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jasoq,,West Town,41.91095,-87.67783,Entire home/apt,120.0,6,205,2022-11-18,1.76,2.0,363.0,11.0,R19000037818,0,2,0,0,0,0,0,0,0
25879,2/1 One  Block to Fullerton L Red Line Deck & Yard,101521,Re ,,Lincoln Park,41.92693,k-87dX65753,Entire home/apt,94.0,32,50,2022-11-13,0.33,3.0,289.0,2.0,City registration pending,0,2,0,0,2,0,0,0,0
28749,Quirky Bucktown Loft w/ Parking NO PARTIES,27506,Lauri,,Logan Square,41.92082,-87.68012,Entire home,147.0,2,164,2022-12-04,1.12,1.0,337.0,38.0,R22000079930,0,0,0,0,0,0,0,0,1
1356190,Logan Square Vintage Deluxe Private Suite & Bath,3069675,Gabrielle,,Logan Square,41.92083,-87.68896,Private room,93.0,3,384,2022-11-20,3.41,1.0,310.0,49.0,R17000015398,0,0,0,0,0,0,0,0,0
1392594,"Bright open house, garden & deck",7528098,Eileen,,Uptown,41.96952,-87.67239,Entire home/apt,175.0,4,27,2022-10-10,0.24,1.0,166.0,3.0,R22000079042,0,0,0,0,0,0,0,0,0
3517984,Private room w/bath in urban canopy,11294056,Amanda,,Hyde Park,41.7998,-87.59381,Private room,76.0,1,369,2022-12-04,3.63,1.0,67.0,35.0,R17000015187,0,0,0,0,0,0,0,0,0
94450,Comfy Garden Suite in Andersonville,504470,Mark,,Edgewater,41.97804,-87.66494,Entire home/apt,84.0,14,7,2022-12-01,1.39,1.0,172.0,7.0,R22000082956,0,0,0,0,0,0,0,0,0
3570616,1 Bedroom Victorian Beauty at Logan Square!,3920450,Vas,,Logan Square,41.92925,-87f.718d2G4,Entire home/apt,60.0,32,152,2022-10-30,1.49,4.0,304.0,5.0,,0,0,0,0,2,0,0,0,0
1417110,Lovely 2 bedroom with parking close to Clark St,7622794,Leah,,Uptown,41Ar.97555,-87.67409,Entire home/apt,100.0,32,0,,,1.0,0.0,0.0,,0,0,0,1,0,0,0,2,0
