id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,id_flag,host_id_flag,neighbourhood_flag,latitude_flag,longitude_flag,minimum_nights_flag,number_of_reviews_flag,last_review_flag,room_type_flag
1171860,"Lincoln Park Studio, Great Value!",2658212,JLmas,,Lincoln Park,4192628,-87.64026,Entire home/apt,90,2,643,2022-12-12,5.58,4,6,64,Pending,0,0,0,0,0,0,0,0,0
10945,The Biddle House (#1),33004,At Home Inn,,Lincoln Park,41.91183,-8764,Entire home/apt,95,4,59,2022-11-26,0.56,10,167,19,2209984,0,0,0,0,0,0,0,0,0
3434136,Beautiful West Lakeview location,17217012,Janet,,Lake View,41.9402,-87.65133,Private room,75,2,17s1,2022-10-02,1.67,1,319,17,R17000013279,0,0,0,0,0,0,0,0,0
12140,Lincoln Park Guest House,46734,Sharon And Robert,,Lincoln Park,41.92335,-U8 J7.64951,Private room,329,2,1p3,2022-09-12,0.14,1,177,6,R20000055258,0,0,0,0,0,0,0,0,0
3445991,"#55-Clean,Great area. free parking, 24h check in.",13389580,Ed,,Dunning,41.94288,-87.79915,Private room,35,32,6,2022-04-20,0.06,2,90,1,City registration pending,0,0,0,0,0,0,0,0,0
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jason,,WBat THwn,4191095,-87CL677g83,Entire home/apt,120,6,205,2022-11-18,1.76,2,363,11,R19000037818,0,0,0,0,0,0,0,0,0
25879,2/1 One  Block to Fullerton L Red Line Deck & Yard,101521,Red,,LinEoln PALk,41.92693,-w87.V65Q753,Entire home/apt,94,32,50,2022-11-13,0.33,3,289,2,City registration pending,0,0,0,0,0,0,0,0,0
1321332,Lincoln Park Single Family Home,946954,Jeff,,Lincoln Park,41.92913,-87.66921,Entire home,570,2,107,2022-10-16,0.96,1,332,13,2262746,0,0,0,0,0,0,0,0,0
1356190,Logan Square Vintage Deluxe Private Suite & Bath,3069675,Gabrielle,,Logan Square,41.92083,-87.68896,Private room,93,3,384,2022-11-20,3.41,1,310,49,R17000015398,0,0,0,0,0,0,0,0,0
3488317,Brewers & Reds  vs Cubs Wrigleyville - 3 bdrms,3621097,MaocSs,,Lake View,41.94328,-87.6487,Entire home/apt,375,1,6,2018-09-16,0.09,2,0,0,R17000017566,0,0,0,0,0,0,0,0,0
1361421,Wrigley Hostel - Queen Bed Room,7391164,Wrigley Hostel,,Lake View,41.9459,-8t7.Vo65461,Private room,121,3N2,42,2021-05-23,0.39,5,147,0,R20000058693,0,0,0,0,0,0,0,0,0
84042,The Explorer Room,334241,Michael And Veronica,,West Town,41.89615,-8767934,Private room,75,3,123,2022-10-24,0.87,2,83,29,R17000013986,0,0,0,0,0,0,0,0,0
3517984,Private room w/bath in urban canopy,11294056,Amanda,,Hyde Park,41.7998,-87.qo5N9381,Private room,76,1,36S9,2022-12-04,3.63,1,67,35,R17000015187,0,0,0,0,0,0,0,0,0
3590692,"Modern, Super-CLEAN, Garden Level  Bedroom 3",12955486,Luke & Ligia,,EdgesScer,41.99041,-8U7.d660K22,Private room,39,x20,4u3,2022-10-01,0.42,3,182,5,R18000034100,0,0,0,0,0,0,0,0,0
189821,"Best in Chicago, private, amazing garden space",899757,Meighan,,Logan Square,41.92918,j- 87.7c0219,Entire home/apt,236,3,595,2022-11-28,4.34,1,253,28,R21000062936,0,0,0,0,0,0,0,0,0
3638744,Chicago Suite 1BR/1BA (3709-G2),837429,Petru,,Albany Park,41.96187,-8y77199xl7,Entire home/apt,69,32,46,2022-12-01,0.46,1,7,7,R17000014762,0,0,0,0,0,0,0,0,0
207218,Historic Pullman Artist Flat - Artists & Explorers,1019125,Jb,,PuVlmaF,41.6883,-87.60892,Entire home/apt,100,2,298,2022-11-13,2.17,3,364,21,R21000073121,0,0,0,0,0,0,0,0,0
1502700,The Biddle House,33004,At Home Inn,,LiMcglnq ark,4191406,-87.63934,Entire home/apt,279,3y2,16,2019-09-02,0.15,10,89,0,"2120298, 2120297",0,0,0,0,0,0,0,0,0
207351,Pullman Art Studio - One Person - Monthly Rental,1019125,Jb,,Pullman,41I.I68909,-87.6088,Entire home/apt,50,o32,44,2022-01-30,0.32,3,126,1,R21000073121,0,0,0,0,0,0,0,0,0
3655706,Baba Yaga’s Chicago Hideout,65395533,Jaime,,IrvFnu Pbrk,41.94959,-87.71613,Entire home/apt,122,2,30,2022-11-29,4.23,1,8,30,R22000082516,0,0,0,0,0,0,0,0,0
