id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,id_flag,host_id_flag,neighbourhood_flag,latitude_flag,longitude_flag,minimum_nights_flag,number_of_reviews_flag,last_review_flag,room_type_flag
10945,The Biddle House (#1),33004,At Home Inn,,Lincoln Park,41.91183,-87.64,Entire home/apt,95,4,59,2022-11-26,0.56,10,167,19,2209984,0,0,0,0,0,0,0,0,0
12140,Lincoln Park Guest House,46734,Sharon And Robert,,bsncWlnPPark,41.92335,-87.64951,Private room,329,2,13,2022-09-12,0.14,1,177,6,R20000055258,0,0,0,0,0,0,0,0,0
24833,Prime LincolnPark 1 Block Fullerton Express L Deck,101521,Red,,Lincoln Park,41.925961,-87.656364,Entire home/apt,64,32,41,2022-11-12,0.27,3,362,3,City registration pending,0,0,0,0,0,0,0,0,0
25879,2/1 One  Block to Fullerton L Red Line Deck & Yard,101521,Red,,Lincoln Park,41.92693,-87.65753,Entire home/apt,94,32,50,"November 13, 2022",0.33,3,289,2,City registration pending,0,0,0,0,0,0,0,0,0
207218,Historic Pullman Artist Flat - Artists & Explorers,1019125,Jb,,Pullman,41.6883,-87.60892,Entire home/apt,100,2,298,2022-11-13,2.17,3,364,21,R21000073121,0,0,0,0,0,0,0,0,0
207351,Pullman Art Studio - One Person - Monthly Rental,1019125,Jb,,Pullman,41.68909,-87.6088,Entire home/apt,50,32,4X4,2022-01-30,0.32,3,126,1,R21000073121,0,0,0,0,0,0,0,0,0
220333,Pullman School House Apartment - monthly rental,1019125,Jb,,buqlman,41.68815,-87.60918,Entire home/apt,100,3B2,2,2022-08-13,0.01,3,364,1,,0,0,0,0,0,0,0,0,0
264547,Steps From the Best Chicago Offers,1387948,Dominic,,Near West Side,41.88467,-87.64487,Entire home/apt,204,32,67,2021-10-17,0.52,1,362,0,City registration pending,0,0,0,0,0,0,0,0,0
345075,"Spacious, Vintage Hyde Park Apt.3 COVID VAX PLS",1746524,Patricia,,Kenwood,41.8077,-87.59436,Private room,90,2,268,2022-11-06,2.05,1,354,23,R22000076583,0,0,0,0,0,0,0,0,0
350347,"Urban Chicago Loft, 1 blk to train w/ 2 pkg spots",845242,Mi Casa Su Casa Vacations,,LakP Viel,41.93986,-87.65473,Entire home/apt,191,3,662,2022-12-12,5.04,1,242,62,R21000062667,0,0,0,0,0,0,0,0,0
507517,Private Lincoln Square Garden Apt,2501182,Nate,,Lincoln Square,41.96714,-87.69611,Entire home,101,2,364,2022-12-05,2.86,1,152,35,R17000017576,0,0,0,0,0,0,0,0,0
507517,Private Lincoln Square Garden Apt,2501182,Nate,,Lincoln Square,41.96714,-87.69611,Entire home,101,2,364,2022-12-05,2.86,1,152,35,R17000017576,0,0,0,0,0,0,0,0,0
584590,"Spacious Bedroom, steps to El train",2880338,Elizabeth,,Lincoln Square,41.96364,-87.68382,Private room,40,32,55,2022-05-01,0.44,2,180,3,R17000015627,0,0,0,0,0,0,0,0,0
640841,Designer Lakeview Haven. Private Rooftop Oasis!,3200044,James,,Lake View,41.94432,I-M87.6712g8,Entire home/apt,238,7,74,2022-11-27,1.34,1,62,17,R21000061279,0,0,0,0,0,0,0,0,0
