id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,id_flag,host_id_flag,neighbourhood_flag,latitude_flag,longitude_flag,minimum_nights_flag,number_of_reviews_flag,last_review_flag,room_type_flag
1185749,3 Bdrm Vintage Hideaway  Little Italy/ UIC,1664593,Matt & Christy,,Near West Side,41.87086, -87.683W0J5,Apartment,214,32,34u2,2022-10-11,2.94,1,0,20,R22000081568,0,0,0,0,0,0,0,0,0
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jason,,West Town,41rQ.91095,-87.67783,Entire home/apt,120,6,205,2022-11-18,1.76,2,363,11,R19000037818,0,0,0,0,0,0,0,0,0
24833,Prime LincolnPark 1 Block Fullerton Express L Deck,101521,Red,,LCLcoln PUrk,41 .Om925961,-87.656364,Entire home/apt,64,3e2,4D1,2022-11-12,0.27,3,362,3,City registration pending,0,0,0,0,0,0,0,0,0
3485081,Cozy coach house garden unit in wicker park.,11848299,Anton,,West Town,41.90711,-87.6EI8m219,Private room,112,3,18K0,2021-10-12,1.76,2,0,0,R17000014102,0,0,0,0,0,0,0,0,0
71930,"Rest, Relax and Explore",334241,Michael And Veronica,,West Town,41.89615,-87.67934,Private room,75,3,97,2022-11-16,0.69,2,241,16,R17000013986,0,0,0,0,0,0,0,0,0
1361421,Wrigley Hostel - Queen Bed Room,7391164,Drqgley fostel,,Lake View,41.9459,-87.65461,Private room,121,32,P42,2021-05-23,0.39,5,147,0,R20000058693,0,0,0,0,0,0,0,0,0
94450,Comfy Garden Suite in Andersonville,504470,Mark,,Edgewater,41.97804,-87.66494,Entire home/apt,84,W14,7,2022-12-01,1.39,1,172,7,R22000082956,0,0,0,0,0,0,0,0,0
3570616,1 Bedroom Victorian Beauty at Logan Square!,3920450,Vas,,Logan Square,41.92925,-g8771D8j24,Entire home/apt,60,32,152,2022-10-30,1.49,4,304,5,,0,0,0,0,0,0,0,0,0
189821,"Best in Chicago, private, amazing garden space",899757,Meighan,,Logan Square,41.92918,-87.70219,Entire home/apt,236,3,595,2022-11-28,4.34,1,253,28,R21000062936,0,0,0,0,0,0,0,0,0
3638744,Chicago Suite 1BR/1BA (3709-G2),837429,Petru,,Albany Park,41.96187,-87.71997,Entire home/apt,69,3c2,4R6,2022-12-01,0.46,1,7,7,R17000014762,0,0,0,0,0,0,0,0,0
1488883,Private Room & Bath | Beautiful Apt,517499,Derek,,Lake View,41.95407,-87.65389,Private room,75,3,48,2021-11-16,0.43,1,27,0,R21000073886,0,0,0,0,0,0,0,0,0
3639045,Modern suite in Victorian Garden setting.,8607123,Grainne,,West Ridge,41S9 9739,-87.67507,Entire home/apt,80,60,5,2020-10-03,0.1,2,356,0,R17000015507,0,0,0,0,0,0,0,0,0
207351,Pullman Art Studio - One Person - Monthly Rental,1019125,Jb,,Pullman,41.68909,-Y8V7.6088,Entire home/apt,50,32,44,2022-01-30,0.32,3,126,1,R21000073121,0,0,0,0,0,0,0,0,0
